日付,避難所名,開設状況,収容人数,避難世帯数,避難人数,緯度,経度,所在地,電話番号
2025-03-24 17:54:00,朝倉公民館,開設,290,1,1,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 17:54:00,桜井公民館,開設,99,8,17,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 17:59:00,朝倉小学校,開設,577,0,0,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 17:59:00,朝倉公民館,開設,290,1,1,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 17:59:00,桜井公民館,開設,99,8,17,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 18:06:00,朝倉小学校,開設,577,0,0,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 18:06:00,朝倉公民館,開設,290,1,1,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 18:06:00,桜井公民館,開設,99,9,18,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 19:07:00,朝倉小学校,開設,577,0,0,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 19:07:00,朝倉公民館,開設,290,2,2,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 19:07:00,桜井公民館,開設,99,9,18,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 19:14:00,朝倉小学校,開設,577,0,0,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 19:14:00,朝倉公民館,開設,290,2,2,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 19:14:00,桜井公民館,開設,99,14,27,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 19:30:00,朝倉小学校,開設,577,0,0,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 19:30:00,朝倉公民館,開設,290,3,5,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 19:30:00,桜井公民館,開設,99,14,27,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 19:47:00,朝倉小学校,開設,577,4,6,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 19:47:00,朝倉公民館,開設,290,6,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 19:47:00,桜井公民館,開設,99,15,30,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 19:54:00,朝倉小学校,開設,577,6,9,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 19:54:00,朝倉公民館,開設,290,6,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 19:54:00,桜井公民館,開設,99,15,30,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 20:14:00,朝倉小学校,開設,577,11,17,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 20:14:00,朝倉公民館,開設,290,8,13,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 20:14:00,桜井公民館,開設,99,15,30,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 20:20:00,朝倉小学校,開設,577,15,29,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 20:20:00,朝倉公民館,開設,290,8,13,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 20:20:00,桜井公民館,開設,99,15,30,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 20:42:00,朝倉小学校,開設,577,16,31,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 20:42:00,朝倉公民館,開設,290,8,13,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 20:42:00,桜井公民館,開設,99,15,30,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 20:54:00,朝倉小学校,開設,577,16,31,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 20:54:00,朝倉公民館,開設,290,11,19,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 20:54:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 21:07:00,朝倉小学校,開設,577,17,36,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 21:07:00,朝倉公民館,開設,290,11,19,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 21:07:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 21:32:00,朝倉小学校,開設,577,19,39,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 21:32:00,朝倉公民館,開設,290,13,23,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 21:32:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 21:46:00,朝倉小学校,開設,577,20,42,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 21:46:00,朝倉公民館,開設,290,13,23,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 21:46:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 22:19:00,朝倉小学校,開設,577,19,41,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 22:19:00,朝倉公民館,開設,290,14,25,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 22:19:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 22:32:00,朝倉小学校,開設,577,19,41,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 22:32:00,朝倉公民館,開設,290,16,28,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 22:32:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 23:09:00,朝倉小学校,開設,577,19,41,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 23:09:00,朝倉公民館,開設,290,17,29,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 23:09:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-24 23:24:00,朝倉小学校,開設,577,19,41,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-24 23:24:00,朝倉公民館,開設,290,18,30,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-24 23:24:00,桜井公民館,開設,99,16,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 12:22:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 12:22:00,朝倉公民館,開設,290,6,9,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 12:22:00,桜井公民館,開設,99,1,2,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 13:41:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 13:41:00,朝倉公民館,開設,290,6,9,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 13:41:00,桜井公民館,開設,99,12,20,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 14:14:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 14:14:00,朝倉公民館,開設,290,6,9,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 14:14:00,桜井公民館,開設,99,13,22,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 14:36:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 14:36:00,朝倉公民館,開設,290,6,9,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 14:36:00,桜井公民館,開設,99,16,26,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 15:19:00,国分公民館,開設,75,0,0,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 15:19:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 15:19:00,朝倉公民館,開設,290,6,9,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 15:19:00,桜井公民館,開設,99,16,26,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 15:37:00,国分公民館,開設,75,0,0,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 15:37:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 15:37:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 15:37:00,桜井公民館,開設,99,16,26,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 15:53:00,国分公民館,開設,75,0,0,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 15:53:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 15:53:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 15:53:00,桜井公民館,開設,99,19,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 16:00:00,国分公民館,開設,75,2,2,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 16:00:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 16:00:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 16:00:00,桜井公民館,開設,99,19,31,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 16:17:00,国分公民館,開設,75,2,2,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 16:17:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 16:17:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 16:17:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 16:45:00,国分公民館,開設,75,3,5,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 16:45:00,朝倉小学校,開設,577,18,40,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 16:45:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 16:45:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 17:01:00,国分公民館,開設,75,3,5,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 17:01:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 17:01:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 17:01:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 17:49:00,国分小学校,開設,744,0,0,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 17:49:00,国分公民館,開設,75,3,5,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 17:49:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 17:49:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 17:49:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 18:09:00,国分小学校,開設,744,0,0,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 18:09:00,国分公民館,開設,75,4,7,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 18:09:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 18:09:00,朝倉公民館,開設,290,7,11,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 18:09:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 18:10:00,国分小学校,開設,744,0,0,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 18:10:00,国分公民館,開設,75,4,7,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 18:10:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 18:10:00,朝倉公民館,開設,290,10,16,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 18:10:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 18:27:00,国分小学校,開設,744,0,0,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 18:27:00,国分公民館,開設,75,7,10,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 18:27:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 18:27:00,朝倉公民館,開設,290,10,16,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 18:27:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 18:53:00,国分小学校,開設,744,6,15,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 18:53:00,国分公民館,開設,75,7,14,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 18:53:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 18:53:00,朝倉公民館,開設,290,10,16,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 18:53:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 19:06:00,国分小学校,開設,744,7,19,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 19:06:00,国分公民館,開設,75,7,14,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 19:06:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 19:06:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 19:06:00,桜井公民館,開設,99,21,35,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 19:15:00,国分小学校,開設,744,10,27,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 19:15:00,国分公民館,開設,75,7,14,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 19:15:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 19:15:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 19:15:00,桜井公民館,開設,99,38,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 19:26:00,国分小学校,開設,744,15,35,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 19:26:00,国分公民館,開設,75,9,22,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 19:26:00,朝倉小学校,開設,577,17,33,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 19:26:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 19:26:00,桜井公民館,開設,99,38,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 19:30:00,国分小学校,開設,744,15,35,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 19:30:00,国分公民館,開設,75,9,22,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 19:30:00,朝倉小学校,開設,577,16,32,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 19:30:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 19:30:00,桜井公民館,開設,99,38,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 19:38:00,バリクリーン（今治市クリーンセンター）,開設,320,0,0,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-48-3601
2025-03-25 19:38:00,国分小学校,開設,744,15,35,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 19:38:00,国分公民館,開設,75,9,22,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 19:38:00,朝倉小学校,開設,577,16,32,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 19:38:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 19:38:00,桜井公民館,開設,99,38,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 20:04:00,バリクリーン（今治市クリーンセンター）,開設,320,0,0,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-48-3601
2025-03-25 20:04:00,国分小学校,開設,744,13,33,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 20:04:00,国分公民館,開設,75,9,22,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 20:04:00,朝倉小学校,開設,577,16,32,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 20:04:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 20:04:00,桜井公民館,開設,99,38,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 20:17:00,バリクリーン（今治市クリーンセンター）,開設,320,2,4,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-48-3601
2025-03-25 20:17:00,国分小学校,開設,744,13,33,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 20:17:00,国分公民館,開設,75,11,24,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 20:17:00,朝倉小学校,開設,577,16,32,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 20:17:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 20:17:00,桜井公民館,開設,99,45,73,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 20:36:00,バリクリーン（今治市クリーンセンター）,開設,320,2,4,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-48-3601
2025-03-25 20:36:00,国分小学校,開設,744,14,37,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 20:36:00,国分公民館,開設,75,11,24,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 20:36:00,朝倉小学校,開設,577,16,32,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 20:36:00,朝倉公民館,開設,290,9,15,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 20:36:00,桜井公民館,開設,99,47,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 21:15:00,バリクリーン（今治市クリーンセンター）,開設,320,7,9,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-48-3601
2025-03-25 21:15:00,国分小学校,開設,744,14,37,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 21:15:00,国分公民館,開設,75,11,24,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 21:15:00,朝倉小学校,開設,577,16,32,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 21:15:00,朝倉公民館,開設,290,12,24,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 21:15:00,桜井公民館,開設,99,47,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 22:04:00,バリクリーン（今治市クリーンセンター）,開設,320,9,22,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-48-3601
2025-03-25 22:04:00,国分小学校,開設,744,14,37,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 22:04:00,国分公民館,開設,75,10,22,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 22:04:00,朝倉小学校,開設,577,15,29,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
2025-03-25 22:04:00,朝倉公民館,開設,290,12,24,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2025-03-25 22:04:00,桜井公民館,開設,99,47,77,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2025-03-25 22:33:00,バリクリーン（今治市クリーンセンター）,開設,320,9,22,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-48-3601
2025-03-25 22:33:00,国分小学校,開設,744,14,37,34.03285642,133.0312148,愛媛県今治市古国分2丁目7-1,0898-47-2050
2025-03-25 22:33:00,国分公民館,開設,75,9,21,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2025-03-25 22:33:00,朝倉小学校,開設,577,15,29,33.998496,133.01666,愛媛県今治市朝倉北甲281,0898-56-2004
